Season,Round,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League
2018-2019,Matchweek 8,8,1,0,-0.8,-2,0.4,1,-116.4,-0.6,18,0.6,1.4,19,1.2,1.3,1,La_liga
2018-2019,Matchweek 8,8,2,1,0.6,1.2,0.4,4.8,-99.4,1.1,1,1.8,2,12,1.2,0.8,1,La_liga
2018-2019,Matchweek 8,8,1,0,0.6,2.2,1.2,2.8,26.4,-0.2,7,1.6,1,20,0.2,1,1,La_liga
2018-2019,Matchweek 9,9,4,1,-1.4,0.8,2.2,-3.4,339.8,-0.7,2,1.2,2.2,4,2.4,2,1,La_liga
2018-2019,Matchweek 9,9,0,1,-0.6,-0.8,-0.4,-3.8,194.8,0,9,1.6,1.6,6,2,1.5,0,La_liga
2018-2019,Matchweek 9,9,0,1,-0.2,1,0.8,-2.4,157,-0.3,15,0.6,1.6,3,2,1.2,0,La_liga
2018-2019,Matchweek 9,9,0,2,-1.2,-4.8,-4,-1.8,6.8,-0.3,20,0.2,0.3,1,2,1.4,0,La_liga
2018-2019,Matchweek 9,9,1,2,-0.8,3,0.2,1.6,321.4,-0.1,7,1,2.6,8,1.2,1.2,0,La_liga
2018-2019,Matchweek 10,10,2,1,0.8,-6.2,-1.6,-2,-142.8,-0.7,2,2,2.2,17,1,2,1,La_liga
2018-2019,Matchweek 10,10,2,0,0.2,2,0.2,-3.2,57,-0.2,4,2.2,2.2,11,1.6,2,1,La_liga
2018-2019,Matchweek 10,10,5,1,1.4,-3.6,1.2,-3.8,65.4,0.1,1,1.2,2.2,8,0.8,1,1,La_liga
2018-2019,Matchweek 10,10,4,0,0,-1.2,2,0.2,22.2,-0.3,11,0.6,1,14,1.4,1,1,La_liga
2018-2019,Matchweek 10,10,2,0,-0.2,-3.2,-0.2,5.6,-297.4,-0.2,9,0.6,0.8,11,1.4,1,1,La_liga
2018-2019,Matchweek 10,10,2,1,-0.2,0.2,-0.4,0.2,-63,0.1,9,0.6,0.8,19,0.6,1,1,La_liga
2018-2019,Matchweek 10,10,2,0,0.8,2.8,0,-3.4,34.2,0.8,6,1.8,1.4,18,1.4,0.2,1,La_liga
2018-2019,Matchweek 10,10,2,1,2.8,3.8,3.4,-2.6,-62.8,1.5,4,2.4,2,20,0.2,0.8,1,La_liga
2018-2019,Matchweek 11,11,2,1,-0.2,1.2,0.2,-0.2,129.8,0,10,0.8,1.4,3,2,1.8,1,La_liga
2018-2019,Matchweek 11,11,1,0,1.2,2.6,2.6,9.8,-3.2,0.4,2,2.2,3,17,0.6,0.8,1,La_liga
2018-2019,Matchweek 11,11,2,3,-1.2,-4.8,-3.2,4.4,-258.4,-0.7,19,0.6,0.6,1,1.6,1.4,0,La_liga
2018-2019,Matchweek 11,11,2,0,-0.8,7.6,2.8,-2,196.2,0.9,6,0.2,2,7,2.6,1.8,1,La_liga
2018-2019,Matchweek 11,11,0,1,-0.2,1.4,0.6,-2.4,30.6,-0.4,16,1.4,1,7,1,1.8,0,La_liga
2018-2019,Matchweek 11,11,1,0,-0.4,7.2,2,1.8,155.4,0.6,15,0.8,0.4,7,2.4,1.8,1,La_liga
2018-2019,Matchweek 12,12,2,1,0.6,-0.8,0,1,-73.6,0.2,2,1.8,2.2,20,0.4,0.2,1,La_liga
2018-2019,Matchweek 12,12,3,2,0.4,1.8,1,5.6,47,0.2,2,1.8,2.6,17,0.6,0.8,1,La_liga
2018-2019,Matchweek 12,12,3,4,2,2.2,3.2,-1.8,64.4,1.2,1,2.2,2.2,9,0.8,1,0,La_liga
2018-2019,Matchweek 12,12,2,3,1,-5.6,-0.6,0.6,-215.6,-0.8,15,1,1.6,6,0.8,0.8,0,La_liga
2018-2019,Matchweek 12,12,0,1,0.4,-4,-0.8,3.4,-113,-0.2,13,1.2,1.4,13,1.2,1.2,0,La_liga
2018-2019,Matchweek 12,12,1,3,0.8,1.6,-0.2,-2.8,-94.6,0.3,9,2.4,1.4,9,1,1.4,0,La_liga
2018-2019,Matchweek 12,12,2,1,-0.2,-1,-1.4,-4,7.6,0.1,2,2,2,2,2.2,1,1,La_liga
2018-2019,Matchweek 13,13,3,0,-0.2,-1.4,-1,-0.2,-98,-0.4,9,1.6,2,6,1.2,0.8,1,La_liga
2018-2019,Matchweek 13,13,1,3,0.6,4.2,2.8,5.4,-3.2,0.2,4,2,3,6,1.6,1.8,0,La_liga
2018-2019,Matchweek 13,13,1,0,-0.8,0.2,-0.2,-0.4,38.2,0,16,1.2,1.6,4,2.4,1.8,1,La_liga
2018-2019,Matchweek 13,13,2,1,-0.8,-4.2,-3.6,0.4,-4.6,-0.1,8,1.6,0.6,16,0.8,1,1,La_liga
2018-2019,Matchweek 13,13,1,0,0.8,5,2.8,-0.4,58.2,1.3,1,2,2.4,10,1.6,1.6,1,La_liga
2018-2019,Matchweek 13,13,3,0,-0.6,3.2,-0.2,-1,11.4,0.3,10,1.2,0.8,19,0.4,0.8,1,La_liga
2018-2019,Matchweek 13,13,2,1,-0.2,2.8,0.2,2.6,-55.8,0.3,13,1,1,13,0.8,1.4,1,La_liga
2018-2019,Matchweek 14,14,2,0,1.8,-0.8,0.2,-6.2,129.6,1.1,1,2,1.6,15,1.6,1.4,1,La_liga
2018-2019,Matchweek 14,14,1,0,0.6,1.4,1.4,1,83.4,0.3,9,0.8,1.6,9,1.6,1.8,1,La_liga
2018-2019,Matchweek 14,14,2,0,1,-2.8,0.8,-0.6,58.2,-0.1,15,0.8,1,20,0.4,0,1,La_liga
2018-2019,Matchweek 14,14,3,0,-0.2,1,-2.2,-4.4,-157,0,11,1.2,0.8,5,1.4,1,1,La_liga
2018-2019,Matchweek 14,14,1,0,-0.4,0.2,0.8,-5.6,-39.8,0.3,5,2.2,1.4,3,1.8,1.2,1,La_liga
2018-2019,Matchweek 14,14,3,0,0.6,1.2,-0.8,-0.6,-74.6,0.2,8,1.4,1.4,18,0.6,0.6,1,La_liga
2018-2019,Matchweek 14,14,1,0,0,-4.6,-1.4,-1.2,-44.8,-0.5,18,0.4,0.6,11,1.6,1,1,La_liga
2018-2019,Matchweek 14,14,1,0,0.4,2.2,0,1.4,61,0.4,5,1.2,2,13,1.6,1.8,1,La_liga
2018-2019,Matchweek 14,14,2,4,-0.2,-0.8,-1.8,-0.4,9.8,-0.4,13,1,1.6,15,1.2,0.4,0,La_liga
2018-2019,Matchweek 15,15,1,0,-0.8,-0.6,-0.8,2.8,15.2,-0.4,18,0.4,0.6,6,2.6,1.8,1,La_liga
2018-2019,Matchweek 15,15,3,0,0.2,-1.2,-0.8,2.4,126.2,0,3,1.6,2.6,5,1.4,1.2,1,La_liga
2018-2019,Matchweek 15,15,2,0,0.6,-0.6,1,3.8,103,-0.2,8,1.4,1.6,19,0.8,0.8,1,La_liga
2018-2019,Matchweek 15,15,4,3,-0.6,4.2,2.4,3.8,95.2,0.5,9,1.4,2,10,1.4,1.4,1,La_liga
2018-2019,Matchweek 15,15,0,4,-2,-1.2,0,3.2,-166.8,-0.8,6,0.8,2.4,1,2,1.6,0,La_liga
2018-2019,Matchweek 15,15,0,1,-0.4,2.4,1.4,0.4,-199,-0.2,20,0.4,0.6,4,1.8,0.6,0,La_liga
2018-2019,Matchweek 15,15,1,2,0.4,-3.2,0,-0.6,-50.2,0.1,12,1.4,1.2,10,0.4,1.4,0,La_liga
2018-2019,Matchweek 15,15,2,3,-1.2,2,-0.8,2,21.4,-0.2,17,1.4,1.6,12,1.4,0.4,0,La_liga
2018-2019,Matchweek 16,16,1,2,-1.6,1.6,-0.2,-0.4,-38.2,-0.2,7,0.6,1.8,5,2,1.2,0,La_liga
2018-2019,Matchweek 16,16,1,0,0,-1.8,-1.4,0.2,-161.6,-0.2,9,1.2,1.2,14,1.4,1.8,1,La_liga
2018-2019,Matchweek 16,16,0,5,-0.8,-0.6,-1.8,-2.8,-256.2,-0.8,11,0.8,1.8,1,2,1.6,0,La_liga
2018-2019,Matchweek 16,16,1,0,0.4,-0.4,-0.6,2.4,161.6,-0.1,4,2.4,2,19,0.8,0.2,1,La_liga
2018-2019,Matchweek 16,16,2,0,0,6.4,2,-0.2,-19.6,1,2,1.8,3,7,2,1.6,1,La_liga
2018-2019,Matchweek 16,16,1,3,-0.8,3,0.8,-2.6,-5.4,-0.3,11,0.8,1.6,3,1.6,1.2,0,La_liga
2018-2019,Matchweek 17,17,1,0,1.4,-2.4,-1.8,-0.4,-25,0.3,2,2,2.6,8,0,1,1,La_liga
2018-2019,Matchweek 17,17,2,0,1.4,2.4,2.2,0.2,65.2,1.1,1,2,2,14,1.4,1,1,La_liga
2018-2019,Matchweek 17,17,0,1,0.6,2.8,1.8,-4.8,102.8,0.6,15,1.2,1,5,1,0.6,0,La_liga
2018-2019,Matchweek 17,17,2,1,0.2,-6.8,-1.2,-2.4,92.2,-0.4,11,1.6,1.2,20,0.4,0,1,La_liga
2018-2019,Matchweek 18,18,2,1,-1,-3.2,-3.4,1.4,-90,-1.1,4,1,2.2,11,1.6,1.6,1,La_liga
2018-2019,Matchweek 18,18,1,2,0.6,0.4,-0.8,-2.4,91.4,0.2,15,1.4,1.4,16,1.2,0.4,0,La_liga
2018-2019,Matchweek 18,18,1,0,-1,1.6,0,4.8,119.8,0,6,0,1.2,16,1.8,1.2,1,La_liga
2018-2019,Matchweek 18,18,1,2,-1.4,-3,-3.6,2.4,-299.6,-0.8,10,1.8,1.8,1,2.6,2.2,0,La_liga
2018-2019,Matchweek 18,18,2,1,-0.4,9.4,2.6,4.6,-140.8,0.8,20,0.4,0.6,6,2,1.2,1,La_liga
2018-2019,Matchweek 18,18,0,2,0.4,-4.2,-0.8,3.2,103,-0.6,5,2,2,11,0.6,1.2,0,La_liga
2018-2019,Matchweek 18,18,0,1,0.8,-0.8,0,1.8,98,-0.3,14,0.8,1,19,0.8,0,0,La_liga
2018-2019,Matchweek 19,19,2,0,-0.4,-1.6,0.8,2.4,-64.2,-0.3,13,1.6,1.2,3,1.4,0.8,1,La_liga
2018-2019,Matchweek 19,19,1,0,-0.2,-4.2,-1.8,5.8,24.8,0.1,2,2,2.6,13,1,1,1,La_liga
2018-2019,Matchweek 19,19,3,0,1.8,-6,2.6,-3.6,139,-0.2,1,3,2.4,11,1.2,1,1,La_liga
2018-2019,Matchweek 19,19,1,2,0.4,-7,-2.8,-1.4,-115.8,0.2,6,2,1.6,3,2,1.4,0,La_liga
2018-2019,Matchweek 19,19,1,0,0.2,-1.6,-1.4,-6.2,-12.6,-0.9,13,1.2,1.8,20,0.8,0,1,La_liga
2018-2019,Matchweek 19,19,4,2,-0.6,-2.4,1,1.8,-215.8,-0.2,19,1.4,1.2,17,1.4,0.8,1,La_liga
2018-2019,Matchweek 19,19,3,1,0.2,0.6,1.4,-6.2,61.6,0.6,10,0.6,1,6,0.6,0.8,1,La_liga
2018-2019,Matchweek 19,19,0,2,-0.2,1.8,1,0,153.4,0.5,18,0.6,1.6,6,1.6,1,0,La_liga
2018-2019,Matchweek 20,20,3,1,2.6,0.4,3.2,0.6,203.6,1,1,3,2.4,14,1.2,1,1,La_liga
2018-2019,Matchweek 20,20,3,2,0.6,-0.6,-0.6,-1.6,105.4,0.5,6,1.4,1.6,9,0.6,1.4,1,La_liga
2018-2019,Matchweek 20,20,1,2,0,-1.4,-1.6,2.8,96,-0.9,18,0.8,1.4,9,1.2,1,0,La_liga
2018-2019,Matchweek 20,20,3,0,0.6,4.8,1.6,-3.6,-14.4,1.2,8,1.2,2.2,9,0.6,0.2,1,La_liga
2018-2019,Matchweek 20,20,4,0,0.4,-4.6,-0.8,-1.2,-77.2,-0.4,6,1.6,1.8,5,1.6,0.8,1,La_liga
2018-2019,Matchweek 20,20,0,3,-0.8,1.2,0,-0.8,-17.4,0.2,20,0.8,1.2,2,2.6,1.2,0,La_liga
2018-2019,Matchweek 20,20,2,0,0.2,6.4,2.4,-10.4,-11.2,0.4,13,0.4,1.4,14,1,1,1,La_liga
2018-2019,Matchweek 20,20,2,0,0.2,2,2,1.4,91.8,0,3,2,1.8,4,1.2,0.8,1,La_liga
2018-2019,Matchweek 20,20,1,0,0,0.4,0.4,-2,69.4,0.5,14,0.6,1.4,14,2.2,0.8,1,La_liga
2018-2019,Matchweek 21,21,0,1,-0.8,-0.8,-3,-5.6,12,-0.4,5,1.6,2.2,17,1.6,0.6,0,La_liga
2018-2019,Matchweek 21,21,1,0,-0.6,-0.2,0.4,1.4,-202.2,-0.5,13,1.6,1.8,6,1.4,1.2,1,La_liga
2018-2019,Matchweek 21,21,2,0,0,3.4,2,5.8,142.2,0.7,2,2.6,2.6,6,2,1.4,1,La_liga
2018-2019,Matchweek 21,21,2,4,-0.8,-4,-4,2.6,-162,-0.4,11,0.6,1.2,3,2,2,0,La_liga
2018-2019,Matchweek 21,21,0,2,-1.8,-2.8,-3.4,2,-170.6,-0.8,11,0.6,1.8,1,3,2.6,0,La_liga
2018-2019,Matchweek 21,21,5,0,-0.2,-3.6,-2.2,4.4,50.4,-0.1,4,1,2.6,13,1,0.4,1,La_liga
2018-2019,Matchweek 21,21,3,0,0.4,5.2,1,0.8,14.4,0.7,6,1.6,1.6,17,1.2,0.6,1,La_liga
2018-2019,Matchweek 21,21,2,1,-0.2,-5,-0.2,5.4,-165.4,-0.1,13,0.4,0.4,19,0.2,0.8,1,La_liga
2018-2019,Matchweek 22,22,1,0,-0.4,-4.8,-3.8,-5.8,93.6,-0.6,5,0.8,2,2,2.6,1.6,1,La_liga
2018-2019,Matchweek 22,22,1,0,-0.4,0.6,-1,1.4,58.4,-0.5,18,0,0.8,4,1,0.6,1,La_liga
2018-2019,Matchweek 22,22,3,0,0,4.6,0.4,0.6,-19.6,0.2,7,1.2,2.2,11,0.6,0.8,1,La_liga
2018-2019,Matchweek 22,22,4,0,-0.2,-0.2,-0.4,-1.4,-29.6,0.1,20,0.8,1,15,1,1,1,La_liga
2018-2019,Matchweek 22,22,1,2,0.8,2.4,2,4.4,-28.4,0.3,19,2.2,1.8,11,1,1,0,La_liga
2018-2019,Matchweek 22,22,3,0,1.2,6.8,4.6,0.2,210.2,0.7,3,2,2.4,5,1.4,0.8,1,La_liga
2018-2019,Matchweek 22,22,2,1,0.2,2,0.4,-2.6,137.8,0.5,8,1.6,1.4,15,2,0.8,1,La_liga
2018-2019,Matchweek 22,22,2,1,-0.2,-3.6,1.8,-2.8,19.6,0.2,15,1,1.4,11,0.6,0,1,La_liga
2018-2019,Matchweek 23,23,2,0,-0.2,1.2,-1.6,0.2,-28.6,-0.1,5,0.8,1.6,13,1,0.4,1,La_liga
2018-2019,Matchweek 23,23,1,3,-0.8,-7,-2,8,-87.4,-0.4,3,2,2.6,2,2.4,2,0,La_liga
2018-2019,Matchweek 23,23,2,1,-0.8,1.8,-3.2,-1.6,48.4,0.1,11,0.6,0.6,19,2,1.2,1,La_liga
2018-2019,Matchweek 23,23,3,1,0.2,-2.2,0,-1.8,-207.6,-0.2,6,1.4,1.8,18,0.6,0.6,1,La_liga
2018-2019,Matchweek 23,23,0,2,-0.2,-1.6,-0.4,-3,36,-0.3,13,0.4,1.2,20,1.4,0.2,0,La_liga
2018-2019,Matchweek 23,23,3,0,0,2.2,1.6,-1.4,-236.8,0.2,11,1.4,1.8,7,1.2,1.2,1,La_liga
2018-2019,Matchweek 24,24,1,0,1.4,2.4,2.2,-7,315.6,0.8,1,2.2,2.6,17,1,1,1,La_liga
2018-2019,Matchweek 24,24,1,4,0.8,2.8,1.4,0.6,88.4,0.2,18,0.6,1.4,12,0.8,0.2,0,La_liga
2018-2019,Matchweek 24,24,0,1,0.4,-0.4,0.6,0.2,-15.8,-0.1,20,1.4,1.4,12,1.4,0.8,0,La_liga
2018-2019,Matchweek 24,24,0,1,0.4,-1.4,0.6,-8.4,-111.4,-0.3,19,1.4,1.6,2,1.8,1.4,0,La_liga
2018-2019,Matchweek 24,24,1,2,2.2,7.2,1.8,3,140,0.9,3,3,2.4,12,0.2,0.2,0,La_liga
2018-2019,Matchweek 24,24,3,0,-0.4,-3.4,-1.8,-4.2,137.2,0,6,1.8,1.4,12,2,1.4,1,La_liga
2018-2019,Matchweek 24,24,3,0,-0.8,-1.6,0.4,-0.6,-18.4,0,12,1.4,1.4,4,0.8,0.4,1,La_liga
2018-2019,Matchweek 25,25,1,0,-1.8,-1.4,-1.6,1.4,-56.8,-0.2,11,1.4,2.2,9,1.8,0.6,1,La_liga
2018-2019,Matchweek 25,25,2,0,0.2,0.8,0.2,7,37,-0.3,2,1.8,2.4,15,2,0.6,1,La_liga
2018-2019,Matchweek 25,25,2,1,0.8,-2.6,-0.4,1.8,-50.6,0.1,4,1.6,2.4,19,0.8,1.2,1,La_liga
2018-2019,Matchweek 25,25,1,2,-1.4,-8,-3.4,2.2,-249,-0.7,15,1.4,1.6,3,2.4,2.6,0,La_liga
2018-2019,Matchweek 25,25,2,4,-0.2,-1,-1.8,5.2,-228.4,0,4,0.8,2.2,1,2.2,2.6,0,La_liga
2018-2019,Matchweek 25,25,0,2,-0.6,2.4,-0.2,5.8,-190.8,-0.3,17,0.8,0.8,7,1.4,0.6,0,La_liga
2018-2019,Matchweek 26,26,1,2,-0.6,-0.6,0,-5.2,210.4,0,7,1.4,1.6,4,1.6,1.2,0,La_liga
2018-2019,Matchweek 26,26,1,0,1,-1.4,-0.2,-2.6,-4.4,0.1,7,1.2,1.8,18,0.8,0.2,1,La_liga
2018-2019,Matchweek 26,26,3,1,0.8,1.6,-0.2,-3.8,69.6,0.5,11,1,1.4,17,0.8,0.4,1,La_liga
2018-2019,Matchweek 26,26,2,1,-0.4,-6.4,-0.4,0,-164.2,-1.3,19,1.6,1.4,6,0.8,0.2,1,La_liga
2018-2019,Matchweek 26,26,1,0,0.6,3.2,1.2,1,-8.6,0.1,12,1.6,1.8,15,0.8,0.8,1,La_liga
2018-2019,Matchweek 26,26,0,2,0.4,0.4,-0.2,1.6,17,-0.3,19,0.6,1,12,0.8,0.8,0,La_liga
2018-2019,Matchweek 26,26,0,1,0.8,0.8,0.2,3.6,-84,0.2,3,2.4,1.8,1,2.2,2.6,0,La_liga
2018-2019,Matchweek 26,26,0,2,-0.2,-1.8,-1.6,-9.8,11.8,0,10,1.8,2,2,1.8,2,0,La_liga
2018-2019,Matchweek 26,26,2,0,0.4,4,0.6,3,62.8,0.5,7,1.4,1.8,14,2,1.4,1,La_liga
2018-2019,Matchweek 26,26,1,2,0.4,-0.4,1.6,0,75.4,0.3,15,1.4,2,4,1,1,0,La_liga
2018-2019,Matchweek 27,27,1,0,-0.2,-3.4,-0.8,4.8,94.4,-0.7,2,1.8,2.4,12,2,0.8,1,La_liga
2018-2019,Matchweek 27,27,3,1,1,4.2,1.4,0,221.8,0.8,1,2.2,2.6,19,0,1.2,1,La_liga
2018-2019,Matchweek 27,27,0,1,-0.4,1.6,0.2,2.2,-138.6,-0.2,18,0.8,0.8,7,1.4,1.2,0,La_liga
2018-2019,Matchweek 27,27,2,1,0,0.2,-0.8,2.2,29.8,0.2,4,2.2,2.4,19,2,1,1,La_liga
2018-2019,Matchweek 27,27,2,3,-0.2,-1.4,1.2,-5.8,-42.8,-0.3,12,1.4,0.6,7,1.4,1.2,0,La_liga
2018-2019,Matchweek 27,27,0,1,-0.2,0.4,0.2,-3.4,-45.2,-0.3,16,0.8,1,15,1.4,0.6,0,La_liga
2018-2019,Matchweek 27,27,4,2,0,3.2,0.6,1.4,35.2,0.9,6,0.2,1.6,10,1.6,1.2,1,La_liga
2018-2019,Matchweek 27,27,1,4,-1.6,-6.8,-2.8,3.2,-143,-1.2,17,0.2,0.8,3,1.8,2.6,0,La_liga
2018-2019,Matchweek 28,28,2,0,-0.8,-0.2,0.2,-8.8,10.4,-0.1,10,1.6,2.2,2,2.4,2,1,La_liga
2018-2019,Matchweek 28,28,1,4,-0.8,-3.6,-1.6,0.2,-74.4,-0.7,8,1.4,1.4,1,2.6,2.6,0,La_liga
2018-2019,Matchweek 28,28,1,2,0.8,1.8,2,-5,53,0.7,9,1.2,2.2,17,0.2,0.2,0,La_liga
2018-2019,Matchweek 28,28,0,1,-0.4,-5,-1.6,-0.6,-31.8,-0.9,13,1.8,2,6,0.8,0,0,La_liga
2018-2019,Matchweek 28,28,1,3,0,-4.2,0,1,-39.2,-0.7,19,1.4,1.8,4,1.8,1,0,La_liga
2018-2019,Matchweek 28,28,0,2,-0.2,-1.2,-1.4,2.2,-60.2,-0.4,15,1.4,2.2,10,1.4,1.4,0,La_liga
2018-2019,Matchweek 28,28,2,0,1.6,6.4,1.6,-2.6,136.2,1.3,3,1.8,1.2,18,0.2,0.2,1,La_liga
2018-2019,Matchweek 28,28,3,1,0.4,1.8,0.6,0.8,46,0.4,13,1.4,1.8,19,0,1.2,1,La_liga
2018-2019,Matchweek 29,29,0,4,0.2,2.4,-0.4,-4,-108.4,0.7,4,1.8,1.6,2,2.4,1.8,0,La_liga
2018-2019,Matchweek 29,29,2,0,1.6,3.6,3.6,3.4,146.6,1.4,1,3,2.6,14,1.2,0.4,1,La_liga
2018-2019,Matchweek 29,29,3,2,-1.4,-4.4,-1.6,-2.4,-38.4,-0.8,18,0.2,0.6,14,1.8,1,1,La_liga
2018-2019,Matchweek 29,29,0,2,1.2,-0.8,-0.2,0.8,-71.4,-0.2,4,2.2,2.4,12,0.8,0.6,0,La_liga
2018-2019,Matchweek 29,29,1,2,0.6,3,0.6,2,-47.6,0.8,12,2,0.4,9,2,1.2,0,La_liga
2018-2019,Matchweek 29,29,3,2,0.8,8.8,3,-0.2,210.4,1.2,3,1.8,1.8,20,0.8,1,1,La_liga
2018-2019,Matchweek 29,29,0,1,0.4,4,1.6,-1,9.6,1,6,1.2,1.6,6,1.8,1.6,0,La_liga
2018-2019,Matchweek 30,30,3,2,0.4,-1.6,1.4,-0.2,81.4,-0.3,8,2,2.2,16,0.4,0.8,1,La_liga
2018-2019,Matchweek 30,30,2,0,0.4,0.6,0.6,0.4,54.8,0,2,2.4,2.4,13,1.4,1.8,1,La_liga
2018-2019,Matchweek 30,30,2,1,0.2,4.4,0.2,-5.6,74.4,1.1,9,1,2,19,0.2,0.6,1,La_liga
2018-2019,Matchweek 30,30,1,0,-0.2,0.4,1,-2.8,50.6,-0.7,12,1.4,1.6,17,0.8,0.6,1,La_liga
2018-2019,Matchweek 30,30,2,1,-0.4,4.2,0,-6.8,-24.2,0.4,10,0.6,1.6,10,1.4,1.4,1,La_liga
2018-2019,Matchweek 30,30,2,0,0.4,1,1,-3,125.4,0.2,4,1.2,1.4,7,1.6,1.4,1,La_liga
2018-2019,Matchweek 30,30,2,1,-0.8,-9.4,-2.6,0,-128,-1.8,4,2.2,1.8,3,2.4,3,1,La_liga
2018-2019,Matchweek 31,31,2,0,1,1.4,1.6,-0.6,147.8,0.5,1,2.6,2.6,2,2.4,1.8,1,La_liga
2018-2019,Matchweek 31,31,2,1,-1.2,-2.4,-1.4,4.2,136.8,-0.9,8,0.8,1.4,15,1.4,0.8,1,La_liga
2018-2019,Matchweek 31,31,3,1,0,-6.8,-1.2,0.6,-37.2,-0.6,17,0.8,1.2,11,1,0.8,1,La_liga
2018-2019,Matchweek 31,31,1,0,-0.6,1.2,-1.6,-5.6,-102.6,0.1,5,1.6,2.4,9,2,1.2,1,La_liga
2018-2019,Matchweek 31,31,2,0,-0.8,2.8,-0.2,6.2,-32.6,-0.3,19,0.2,0.4,6,2.6,2.2,1,La_liga
2018-2019,Matchweek 31,31,2,1,0.6,1.2,1.8,1,141.4,0.2,3,1.8,1.8,10,1.6,0.8,1,La_liga
2018-2019,Matchweek 31,31,0,2,-0.6,-6,-2.4,5.2,-178,0.2,18,0.8,1,4,1.8,0.6,0,La_liga
2018-2019,Matchweek 32,32,3,2,0.4,-2,1.2,-2.4,39.2,-0.1,8,2,2.2,19,0.8,0,1,La_liga
2018-2019,Matchweek 32,32,2,0,-0.4,2,1.2,1.2,38.6,0,2,1.8,2.4,17,1.4,0.4,1,La_liga
2018-2019,Matchweek 32,32,0,1,-1,-1.8,-1.2,-3.6,71,-0.6,15,0.8,0.4,13,1.4,0.8,0,La_liga
2018-2019,Matchweek 32,32,3,2,0.6,4,0.8,-8,-26,0.4,4,2.4,1.4,9,1.4,1.4,1,La_liga
2018-2019,Matchweek 32,32,3,0,-0.2,-1,-1,-0.2,8,-0.1,5,2,1.8,16,0.6,0.8,1,La_liga
2018-2019,Matchweek 33,33,2,1,1.2,2.2,2,1.6,239,0.5,1,2.2,2.6,12,1.2,0.6,1,La_liga
2018-2019,Matchweek 33,33,1,2,0.2,0.8,1.6,2.8,127.6,-0.4,9,0.8,1.4,4,2,1.6,0,La_liga
2018-2019,Matchweek 33,33,2,1,1,-0.4,-0.4,7.6,17.2,0.4,16,1.4,1.8,15,0.8,1.8,1,La_liga
2018-2019,Matchweek 33,33,0,1,-0.2,1.4,-1.4,-3.2,-56.4,0.2,10,1,2,2,1.8,1.8,0,La_liga
2018-2019,Matchweek 33,33,3,0,-0.8,-5.6,-2.2,-1,-162.2,-0.5,4,1.2,2.4,4,2.4,1.2,1,La_liga
2018-2019,Matchweek 33,33,3,0,-0.2,5.2,1.8,-6.8,260.4,0.6,3,2,1.8,8,2.4,1.2,1,La_liga
2018-2019,Matchweek 33,33,2,1,1.2,3.6,2.6,3,-6,1,10,1.4,2,12,1.6,1.4,1,La_liga
2018-2019,Matchweek 34,34,0,2,-1.2,-4.8,-3.6,-1.4,-302.2,-0.8,7,0.6,0.8,1,2.2,2.2,0,La_liga
2018-2019,Matchweek 34,34,3,2,0.2,0.8,1.6,5.8,133,0,2,2.4,2.4,6,2.4,2,1,La_liga
2018-2019,Matchweek 34,34,2,0,0.2,2.2,0.6,9,-123.4,0.2,19,0.8,1,11,1,0.6,1,La_liga
2018-2019,Matchweek 34,34,4,0,0.2,-2.8,-0.8,-1.2,-155.4,0,16,0.6,0.6,10,0.8,1.4,1,La_liga
2018-2019,Matchweek 34,34,0,1,-0.8,-3.4,-2,-0.2,12.2,-0.4,13,1,1.6,9,1.4,1.2,0,La_liga
2018-2019,Matchweek 34,34,5,0,0.2,0,0.2,-8.2,95,0.1,4,1.8,1.8,20,1,0,1,La_liga
2018-2019,Matchweek 34,34,1,0,0.4,-1.4,0.4,0.8,-59.2,0.8,17,0.6,0.4,15,0.2,1.8,1,La_liga
2018-2019,Matchweek 35,35,1,0,0,3.8,1.4,2.6,300.8,0.5,1,2.2,3,16,1,0.8,1,La_liga
2018-2019,Matchweek 35,35,1,0,-2,-5,-2.6,-2,-23.8,-1.1,15,0.2,0.4,4,2.4,1.2,1,La_liga
2018-2019,Matchweek 35,35,1,0,-0.4,0.2,-1.6,1.4,-211.2,-0.4,19,0.8,1,3,1.6,1.6,1,La_liga
2018-2019,Matchweek 35,35,2,1,-0.4,2,1.2,0.6,113,-0.2,11,0.8,1,5,1.8,1.4,1,La_liga
2018-2019,Matchweek 35,35,0,1,1,2,0.6,-5,-52.6,0.7,6,1.8,2.2,10,0.8,0.6,0,La_liga
2018-2019,Matchweek 36,36,2,0,-0.2,-4.2,-2.4,2.4,-198.2,-0.1,16,1.6,1.8,1,2.6,2.2,1,La_liga
2018-2019,Matchweek 36,36,1,0,-0.6,-5,-2.6,7.2,-94.4,-0.3,8,0.8,1.4,13,0.8,0.8,1,La_liga
2018-2019,Matchweek 36,36,2,0,0,-1,-0.2,-8.4,-107.8,0.2,13,1,1.2,2,2,1.8,1,La_liga
2018-2019,Matchweek 36,36,2,0,0.8,-2.6,-0.2,-1.8,-104.4,0.4,4,1.6,2,15,0.8,1.2,1,La_liga
